color,director_name,duration,director_facebook_likes,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,budget,title_year,imdb_score,movie_facebook_likes
Color,Phyllida Lloyd,108,58,143704210,Comedy,Mamma Mia! ,145974,26002,52000000,2008,6.3,10000
Color,Garry Marshall,125,0,110476776,Comedy,Valentine's Day ,95437,45696,52000000,2010,5.7,9000
Color,Jay Chandrasekhar,107,422,80270227,Action,The Dukes of Hazzard ,66382,2297,50000000,2005,5.1,0
Color,Terrence Malick,215,0,36385763,Drama,The Thin Red Line ,138941,1937,52000000,1998,7.6,0
Color,David Dobkin,118,71,37035845,Comedy,The Change-Up ,136680,28045,52000000,2011,6.4,13000
Color,Milos Forman,118,869,34580635,Biography,Man on the Moon ,100743,209,52000000,1999,7.4,0
Color,Martin Scorsese,178,17000,42438300,Biography,Casino ,333542,24183,52000000,1995,8.2,11000
Color,Pierre Morel,92,180,23324666,Action,From Paris with Love ,97775,488,52000000,2010,6.5,0
Color,Paul Hunter,104,13,23020488,Action,Bulletproof Monk ,42324,2422,52000000,2003,5.5,846
Color,Bobby Farrelly,116,101,90567722,Comedy,"Me, Myself & Irene ",185878,1711,51000000,2000,6.5,0
Color,Steve Oedekerk,90,176,72601713,Animation,Barnyard ,21396,2055,51000000,2006,5.6,605
Color,Chris Weitz,130,129,296623634,Adventure,The Twilight Saga: New Moon ,220758,64040,50000000,2009,4.6,13000
Color,Andrew Adamson,90,80,267652016,Adventure,Shrek ,467113,275,60000000,2001,7.9,0
Color,George Nolfi,106,53,62453315,Romance,The Adjustment Bureau ,200035,14607,50200000,2011,7.1,36000
Color,Kevin Reynolds,155,58,165500000,Action,Robin Hood: Prince of Thieves ,145257,38518,48000000,1991,6.9,0
Color,Cameron Crowe,139,488,153620822,Comedy,Jerry Maguire ,189923,12182,50000000,1996,7.3,0
Color,Seth MacFarlane,112,3000,218628680,Comedy,Ted ,471644,21773,50000000,2012,7,74000
Color,James L. Brooks,139,274,147637474,Comedy,As Good as It Gets ,224671,1474,50000000,1997,7.7,11000
Color,Tom Shadyac,115,293,135014968,Biography,Patch Adams ,80580,74382,50000000,1998,6.7,0
Color,Adam McKay,143,285,2175312,Comedy,Anchorman 2: The Legend Continues ,131227,28176,50000000,2013,6.3,41000
Color,Steven Brill,96,65,126203320,Comedy,Mr. Deeds ,110432,26826,50000000,2002,5.8,0
Color,J.J. Abrams,112,14000,126975169,Mystery,Super 8 ,287822,3388,50000000,2011,7.1,37000
Color,Steven Soderbergh,131,0,125548685,Biography,Erin Brockovich ,135246,10003,52000000,2000,7.3,0
Color,Donald Petrie,116,80,105807520,Comedy,How to Lose a Guy in 10 Days ,156717,14087,50000000,2003,6.4,0
Color,Phil Lord,112,97,191616238,Action,22 Jump Street ,258186,19428,50000000,2014,7.1,24000
Color,Neil Jordan,123,277,105264608,Drama,Interview with the Vampire: The Vampire Chronicles ,239752,25697,60000000,1994,7.6,11000
Color,Peyton Reed,104,235,97680195,Comedy,Yes Man ,271691,29505,70000000,2008,6.8,0
Color,Rawson Marshall Thurber,107,43,126088877,Action,Central Intelligence ,33354,14569,50000000,2016,6.6,10000
Color,Chris Columbus,124,0,91030827,Comedy,Stepmom ,46482,9988,50000000,1998,6.7,0
Color,Sean Anders,96,51,150315155,Comedy,Daddy's Home ,54010,10886,50000000,2015,6.1,13000
Color,Rob Marshall,125,252,127997349,Adventure,Into the Woods ,101178,62837,50000000,2014,6,90000
Color,Spike Lee,129,0,88504640,Crime,Inside Man ,273108,19148,45000000,2006,7.6,0
Color,Brian Helgeland,90,241,81517441,Action,Payback ,111368,3148,50000000,1999,7.1,0
Color,Frank Marshall,109,155,81022333,Action,Congo ,34471,1761,50000000,1995,5,0
Color,Alex Proyas,121,295,79948113,Drama,Knowing ,186879,13421,50000000,2009,6.2,0
Color,Tom Dey,95,9,88658172,Comedy,Failure to Launch ,58412,37967,50000000,2006,5.6,2000
Color,Glenn Ficarra,118,43,84244877,Comedy,"Crazy, Stupid, Love. ",375456,57426,50000000,2011,7.4,44000
Color,Peter Hewitt,80,12,75367693,Animation,Garfield ,58961,13430,35000000,2004,5,795
Color,Joe Roth,99,148,73701902,Comedy,Christmas with the Kranks ,27548,6729,60000000,2004,5.2,0
Color,Bennett Miller,133,152,75605492,Biography,Moneyball ,283563,53094,50000000,2011,7.6,27000
Color,Wolfgang Petersen,127,249,67823573,Action,Outbreak ,91176,30383,50000000,1995,6.6,0
Color,Jaume Collet-Serra,106,174,91439400,Action,Non-Stop ,200647,16967,50000000,2014,7,24000
Color,Andy Fickman,98,99,67128202,Action,Race to Witch Mountain ,43328,14007,65000000,2009,5.7,0
Color,James McTeigue,132,160,70496802,Action,V for Vendetta ,791783,22417,54000000,2005,8.2,48000
Color,David Dobkin,114,71,60470220,Action,Shanghai Knights ,81444,428,50000000,2003,6.2,955
Color,Matthew O'Callaghan,78,5,58336565,Adventure,Curious George ,12845,11124,50000000,2006,6.6,624
Color,Angela Robinson,101,23,66002004,Adventure,Herbie Fully Loaded ,36431,2177,50000000,2005,4.7,1000
Color,Gary Fleder,113,39,54997476,Crime,Don't Say a Word ,40362,3341,50000000,2001,6.3,970
Color,Tommy Wirkola,98,75,55682070,Action,Hansel & Gretel: Witch Hunters ,159868,11946,50000000,2013,6.1,45000
Color,Adrian Lyne,124,213,52752475,Drama,Unfaithful ,63067,2583,50000000,2002,6.7,0
Color,D.J. Caruso,109,154,55092830,Action,I Am Number Four ,195043,15608,60000000,2011,6.1,27000
Color,Stephen Gaghan,128,79,50815288,Drama,Syriana ,109188,14747,50000000,2005,7,0
Color,Michael Bay,144,0,52822418,Action,13 Hours ,47764,3580,50000000,2016,7.4,44000
Color,Jorge R. Gutiérrez,95,34,50150619,Adventure,The Book of Life ,45580,19513,50000000,2014,7.3,18000
Color,Richard Loncraine,105,12,48745150,Crime,Firewall ,50170,101383,50000000,2006,5.8,773
Color,Clint Eastwood,121,16000,50007168,Action,Absolute Power ,39529,19139,50000000,1997,6.7,1000
Color,Ridley Scott,125,0,48154732,Action,G.I. Jane ,60326,15569,50000000,1997,5.8,2000
Color,David Fincher,129,21000,48265581,Drama,The Game ,261069,1397,50000000,1997,7.8,25000
Color,Christophe Gans,132,50,46982632,Adventure,Silent Hill ,172792,1933,50000000,2006,6.6,0
Color,Howard Deutch,118,41,44737059,Comedy,The Replacements ,48322,24024,50000000,2000,6.5,0
Color,Jon Hurwitz,113,22,56724080,Comedy,American Reunion ,172112,8398,50000000,2012,6.7,39000
Color,F. Gary Gray,140,473,44484065,Action,The Negotiator ,107227,20152,50000000,1998,7.3,3000
Color,Steven Quale,89,77,47553512,Action,Into the Storm ,54101,1367,50000000,2014,5.8,15000
Color,John Landis,104,644,42610000,Action,Beverly Hills Cop III ,60293,1093,55000000,1994,5.5,669
Color,Joe Dante,106,287,41482207,Comedy,Gremlins 2: The New Batch ,68428,19610,50000000,1990,6.3,0
Color,David Dobkin,141,71,47105085,Crime,The Judge ,136973,30183,50000000,2014,7.4,47000
Color,Mimi Leder,124,75,41256277,Action,The Peacemaker ,46451,1289,50000000,1997,5.9,0
Color,Alexander Witt,98,38,50740078,Action,Resident Evil: Apocalypse ,151580,16791,45000000,2004,6.2,0
Color,Beeban Kidron,108,17,40203020,Comedy,Bridget Jones: The Edge of Reason ,74315,15634,40000000,2004,5.9,0
Color,Carl Franklin,114,73,40905277,Crime,Out of Time ,45895,19739,50000000,2003,6.5,1000
Color,Steven Seagal,101,0,38590500,Action,On Deadly Ground ,17997,1860,50000000,1994,4.4,812
Color,Robert Rodriguez,93,0,39177541,Action,The Adventures of Sharkboy and Lavagirl 3-D ,20310,14899,50000000,2005,3.5,0
Color,Danny Boyle,119,0,39778599,Adventure,The Beach ,176169,29461,50000000,2000,6.6,0
Color,Garry Marshall,119,0,37486138,Comedy,Raising Helen ,30890,2052,50000000,2004,6,718
Color,James McTeigue,99,160,38105077,Action,Ninja Assassin ,58349,701,40000000,2009,6.4,0
Color,Sam Raimi,137,0,35168395,Drama,For Love of the Game ,26034,25469,50000000,1999,6.5,0
Color,Andrew Bergman,117,31,32800000,Comedy,Striptease ,34896,3016,40000000,1996,4.3,877
Color,Tom Dey,87,9,33643461,Comedy,Marmaduke ,11257,20061,50000000,2010,4.2,0
Color,Clint Eastwood,129,16000,32741596,Drama,Hereafter ,80140,14344,50000000,2010,6.5,16000
Color,Barbet Schroeder,115,58,31874869,Crime,Murder by Numbers ,43574,34606,50000000,2002,6.1,0
 Black and White,Richard Donner,132,503,30306268,Action,Assassins ,62981,58528,50000000,1995,6.3,0
Color,Peter Webber,131,73,27667947,Crime,Hannibal Rising ,86374,1344,50000000,2007,6.2,3000
Color,Rob Reiner,95,0,27067160,Comedy,The Story of Us ,18404,14706,50000000,1999,5.9,0
Color,Andrew Niccol,125,487,26616999,Action,The Host ,92461,1300,40000000,2013,5.9,43000
Color,John McTiernan,98,323,26536120,Action,Basic ,49926,3357,50000000,2003,6.5,0
Color,Clint Eastwood,110,16000,26199517,Action,Blood Work ,34356,18635,50000000,2002,6.4,705
Color,Tom Tykwer,118,670,25450527,Action,The International ,80196,7654,50000000,2009,6.5,0
Color,John Carpenter,101,0,25407250,Action,Escape from L.A. ,54021,15935,50000000,1996,5.7,0
Color,Brad Bird,90,663,23159305,Action,The Iron Giant ,128455,16358,70000000,1999,8,0
Color,Wes Anderson,119,0,24006726,Adventure,The Life Aquatic with Steve Zissou ,139535,15757,50000000,2004,7.3,0
Color,Gary Ross,139,378,20389967,Action,Free State of Jones ,3077,12786,50000000,2016,6.7,10000
Color,Alan Parker,130,317,19593740,Crime,The Life of David Gale ,88270,32637,50000000,2003,7.5,0
Color,Stephen Herek,100,65,19118247,Action,Man of the House ,19829,6171,40000000,2005,5.4,779
Color,Jaume Collet-Serra,114,174,26442251,Action,Run All Night ,76010,16992,50000000,2015,6.6,15000
Color,David Cronenberg,96,0,17114882,Crime,Eastern Promises ,189249,17211,25000000,2007,7.7,0
Color,John Stockwell,110,134,18472363,Action,Into the Blue ,63599,25049,50000000,2005,5.8,0
Color,Luc Besson,158,0,14131298,Adventure,The Messenger: The Story of Joan of Arc ,55889,144,390000000,1999,6.4,0
Color,David Gordon Green,102,234,21557240,Adventure,Your Highness ,85237,45202,49900000,2011,5.6,18000
Color,Jim Sheridan,84,260,21283440,Drama,Dream House ,46239,8018,55000000,2011,6,0
Color,Costa-Gavras,115,333,10556196,Crime,Mad City ,16562,2606,50000000,1997,6.2,697
Color,Patrick Read Johnson,99,32,16671505,Adventure,Baby's Day Out ,33186,2949,50000000,1994,5.9,0
Color,Roland Joffé,135,596,10400000,Drama,The Scarlet Letter ,12037,15820,50000000,1995,5.1,943
Color,Doug Liman,108,218,9528092,Biography,Fair Game ,38513,10191,22000000,2010,6.8,9000
Color,Tony Scott,127,12000,10137232,Action,Domino ,58015,5702,50000000,2005,6,0
Color,William Friedkin,107,607,9795017,Crime,Jade ,9227,5461,50000000,1995,5.1,422
Color,Mark Neveldine,95,83,20488579,Action,Gamer ,113483,29926,50000000,2009,5.8,0
Color,Richard LaGravenese,124,98,19445217,Drama,Beautiful Creatures ,67796,3580,60000000,2013,6.2,14000
Color,Danny DeVito,109,0,8355815,Comedy,Death to Smoochy ,34730,52885,55000000,2002,6.4,0
Color,Ben Stiller,102,0,28837115,Comedy,Zoolander 2 ,34964,24107,50000000,2016,4.8,28000
Color,George Armitage,88,5,6471394,Comedy,The Big Bounce ,15880,11972,50000000,2004,4.9,288
Color,Mike Nichols,87,0,6291602,Comedy,What Planet Are You From? ,8070,3954,50000000,2000,5.6,255
Color,Patrick Lussier,104,71,10706786,Action,Drive Angry ,81800,16481,50000000,2011,5.5,15000
Color,Andrzej Bartkowiak,96,43,8742261,Action,Street Fighter: The Legend of Chun-Li ,19824,1385,18000000,2009,3.7,0
Color,James Wong,85,70,43905746,Action,The One ,77684,32831,49000000,2001,5.9,0
Color,Renny Harlin,104,212,21413502,Action,The Adventures of Ford Fairlane ,14429,2795,40000000,1990,6.3,2000
Color,Steven Soderbergh,190,0,124107476,Crime,Traffic ,170684,1418,48000000,2000,7.6,0
Color,Steven Spielberg,127,14000,197171806,Action,Indiana Jones and the Last Crusade ,515306,12884,48000000,1989,8.3,0
Color,Neill Blomkamp,120,662,31569268,Action,Chappie ,172965,23051,49000000,2015,6.9,67000
Color,Phillip Noyce,118,176,66488090,Crime,The Bone Collector ,120202,29748,48000000,1999,6.7,0
Color,David Fincher,112,21000,95308367,Crime,Panic Room ,206104,18141,48000000,2002,6.8,0
Color,David O. Russell,114,737,60652036,Action,Three Kings ,137854,3743,48000000,1999,7.1,3000
Color,Daniel Espinosa,137,79,1206135,Crime,Child 44 ,40568,27666,50000000,2015,6.4,18000
Color,Jerry Zucker,112,109,56607223,Adventure,Rat Race ,93367,1823,48000000,2001,6.4,0
Color,Iain Softley,120,34,50173190,Drama,K-PAX ,148490,33615,48000000,2001,7.4,0
Color,James Mangold,123,446,47095453,Comedy,Kate & Leopold ,64595,22209,48000000,2001,6.4,0
Color,Harold Ramis,93,11000,37879996,Comedy,Bedazzled ,81888,5390,48000000,2000,6,0
Color,Francis Ford Coppola,123,0,25900000,Crime,The Cotton Club ,12771,18793,58000000,1984,6.5,828
Color,James Mangold,122,446,53574088,Adventure,3:10 to Yuma ,237872,33548,55000000,2007,7.8,0
Color,Olivier Megaton,115,118,89253340,Action,Taken 3 ,133436,16967,48000000,2014,6,38000
Color,Steven Soderbergh,123,0,37339525,Crime,Out of Sight ,71708,3768,48000000,1998,7,0
Color,Ben Stiller,96,0,60154431,Comedy,The Cable Guy ,122347,3718,47000000,1996,6,0
Color,Warren Beatty,105,631,103738726,Action,Dick Tracy ,47819,2096,100000000,1990,6.1,2000
Color,John McTiernan,113,323,69304264,Crime,The Thomas Crown Affair ,73068,4660,48000000,1999,6.8,0
Color,Penny Marshall,132,545,29781453,Biography,Riding in Cars with Boys ,22447,4796,48000000,2001,6.4,0
Color,Paul Bolger,75,0,15519841,Adventure,Happily N'Ever After ,8693,6863,47000000,2006,4.5,261
Color,Stephen Frears,108,350,5600000,Drama,Mary Reilly ,11913,8349,47000000,1996,5.8,616
Color,P.J. Hogan,105,29,126805112,Comedy,My Best Friend's Wedding ,98199,12344,46000000,1997,6.3,0
Color,Joe Roth,102,148,93607673,Comedy,America's Sweethearts ,47573,9176,48000000,2001,5.7,881
Color,Christopher Nolan,118,22000,67263182,Drama,Insomnia ,218771,15658,46000000,2002,7.2,0
Color,Jonathan Frakes,111,906,92001027,Action,Star Trek: First Contact ,97838,6315,45000000,1996,7.6,3000
Color,Jimmy Hayward,81,39,10539414,Action,Jonah Hex ,45729,14619,47000000,2010,4.7,0
Color,Edward Zwick,116,380,58918501,Action,Courage Under Fire ,40126,33233,46000000,1996,6.6,975
Color,Tom Shadyac,86,293,181395380,Comedy,Liar Liar ,220392,2070,45000000,1997,6.8,0
Color,Brad Furman,127,65,14946229,Biography,The Infiltrator ,2581,2104,25000000,2016,7.3,0
Color,Brian Levant,91,32,130512915,Comedy,The Flintstones ,60884,3244,45000000,1994,4.8,0
Color,Olivier Megaton,98,118,139852971,Action,Taken 2 ,238671,16410,45000000,2012,6.3,63000
Color,David Zucker,84,119,110000082,Comedy,Scary Movie 3 ,111526,3629,48000000,2003,5.5,0
Color,Donald Petrie,109,80,106807667,Action,Miss Congeniality ,137377,1574,45000000,2000,6.2,0
Color,Eric Brevig,93,40,101702060,Action,Journey to the Center of the Earth ,85323,17925,45000000,2008,5.8,0
Color,Garry Marshall,113,0,95149435,Comedy,The Princess Diaries 2: Royal Engagement ,53687,15362,40000000,2004,5.7,1000
Color,Alan J. Pakula,141,79,100768056,Crime,The Pelican Brief ,59569,30063,45000000,1993,6.5,0
Color,Joel Schumacher,119,541,92115211,Crime,The Client ,45798,4043,45000000,1994,6.7,1000
Color,Rob Reiner,97,0,93452056,Adventure,The Bucket List ,184795,14868,45000000,2007,7.4,22000
Color,Phillip Noyce,117,176,83287363,Action,Patriot Games ,81442,12757,45000000,1992,6.9,0
Color,Robert Luketic,101,126,82931301,Comedy,Monster-in-Law ,43358,6292,60000000,2005,5.5,0
Color,Denis Villeneuve,153,777,60962878,Crime,Prisoners ,383591,37321,46000000,2013,8.1,86000
Color,Antoine Fuqua,122,845,76261036,Crime,Training Day ,305929,22370,45000000,2001,7.7,0
Color,Dean Parisot,102,23,71423726,Adventure,Galaxy Quest ,123558,26998,45000000,1999,7.3,19000
Color,Keenen Ivory Wayans,83,322,71277420,Comedy,Scary Movie 2 ,119590,1645,45000000,2001,5.2,0
Color,James Bobin,103,33,88625922,Adventure,The Muppets ,75176,1336,45000000,2011,7.1,26000
Color,Stephen Norrington,110,45,70001065,Action,Blade ,191437,3174,45000000,1998,7.1,0
Color,Thomas Carter,136,49,67253092,Drama,Coach Carter ,92702,20299,30000000,2005,7.2,0
Color,Roger Michell,91,50,66790248,Drama,Changing Lanes ,57281,758,45000000,2002,6.5,0
Color,Luis Llosa,89,49,65557989,Action,Anaconda ,73539,3717,45000000,1997,4.6,0
Color,David McNally,107,18,60786269,Comedy,Coyote Ugly ,90539,3106,45000000,2000,5.6,0
Color,Richard Curtis,129,628,59365105,Comedy,Love Actually ,318634,28886,45000000,2003,7.7,52000
Color,John Lasseter,95,487,162792677,Adventure,A Bug's Life ,211226,24205,120000000,1998,7.2,0
Color,Albert Hughes,122,117,31598308,Horror,From Hell ,124765,41636,35000000,2001,6.8,0
Color,Luis Llosa,110,49,57362581,Action,The Specialist ,50148,13331,45000000,1994,5.4,0
Color,Ron Shelton,135,41,53854588,Comedy,Tin Cup ,37911,3648,45000000,1996,6.3,1000
Color,Jesse Dylan,95,58,52580895,Comedy,Kicking & Screaming ,30255,27351,45000000,2005,5.6,743
Color,Garth Jennings,109,37,51019112,Adventure,The Hitchhiker's Guide to the Galaxy ,155745,14073,50000000,2005,6.8,10000
Color,Joel Zwick,93,38,48114556,Comedy,Fat Albert ,9380,4604,26000000,2004,4.3,531
Color,Russell Mulcahy,94,85,50648679,Action,Resident Evil: Extinction ,149549,16225,45000000,2007,6.3,0
Color,Frank Coraci,117,153,46280507,Comedy,Blended ,87165,49743,40000000,2014,6.5,12000
Color,Wayne Wang,112,61,38360195,Adventure,Last Holiday ,21215,3757,45000000,2006,6.4,0
Color,Curtis Hanson,111,161,46815748,Action,The River Wild ,32544,12161,45000000,1994,6.3,0
Color,Frank Oz,96,0,35617599,Drama,The Indian in the Cupboard ,20688,2965,45000000,1995,5.9,0
 Black and White,Oliver Stone,141,0,47307550,Crime,Savages ,104301,1948,45000000,2012,6.5,28000
Color,David R. Ellis,94,160,32003620,Action,Cellular ,79141,1102,25000000,2004,6.5,2000
Color,Peter Howitt,87,29,27972410,Action,Johnny English ,114692,1461,35000000,2003,6.1,2000
Color,John A. Davis,88,8,28133159,Adventure,The Ant Bully ,30055,33822,50000000,2006,5.9,593
Color,David Lynch,177,0,27400000,Action,Dune ,97087,2449,40000000,1984,6.6,11000
Color,Julie Taymor,133,278,24343673,Drama,Across the Universe ,91860,5405,45000000,2007,7.4,14000
Color,Sam Mendes,119,0,22877808,Drama,Revolutionary Road ,152591,53895,35000000,2008,7.3,0
Color,Richard Donner,102,503,36883539,Action,16 Blocks ,112769,15053,52000000,2006,6.6,0
Color,Mathieu Kassovitz,101,326,22531698,Action,Babylon A.D. ,81523,15990,70000000,2008,5.6,0
Color,John Gray,91,29,20400913,Action,The Glimmer Man ,15455,3855,45000000,1996,5.3,451
Color,Harold Ramis,117,11000,20101861,Comedy,Multiplicity ,24757,2348,45000000,1996,6,0
Color,John Schultz,86,13,25200412,Adventure,Aliens in the Attic ,16580,3423,45000000,2009,5.4,916
Color,Sean Penn,124,0,19719930,Crime,The Pledge ,42621,793,45000000,2001,6.8,0
Color,Susan Stroman,134,38,19377727,Comedy,The Producers ,35140,24351,45000000,2005,6.4,0
Color,Pete Travis,95,38,13401683,Action,Dredd ,203461,578,35000000,2012,7.1,46000
Color,Simon Wincer,100,23,17300889,Action,The Phantom ,27648,3855,45000000,1996,4.9,0
Color,Billy Bob Thornton,220,0,15527125,Drama,All the Pretty Horses ,11388,15006,57000000,2000,5.8,652
 Black and White,Oliver Stone,212,0,13560960,Biography,Nixon ,23996,21130,50000000,1995,7.1,915
Color,Roman Polanski,128,2000,15523168,Mystery,The Ghost Writer ,132423,2507,45000000,2010,7.2,15000
Color,Stephen Sommers,106,208,11146409,Action,Deep Rising ,26551,6558,45000000,1998,6,0
Color,Spike Lee,160,0,7916887,Action,Miracle at St. Anna ,15697,26982,45000000,2008,6,0
Color,Yimou Zhang,114,611,6565495,Drama,Curse of the Golden Flower ,36455,949,45000000,2006,7,0
Color,Danny Pang,99,15,15279680,Action,Bangkok Dangerous ,48245,12166,40000000,2008,5.4,0
Color,Barry Sonnenfeld,74,188,7262288,Comedy,Big Trouble ,17307,13917,40000000,2002,6.5,892
Color,Mike Newell,139,179,4584886,Drama,Love in the Time of Cholera ,19114,538,45000000,2007,6.4,0
Color,George P. Cosmatos,103,170,2154540,Action,Shadow Conspiracy ,3803,2457,45000000,1997,4.9,68
Color,Oliver Parker,101,32,8129455,Action,Johnny English Reborn ,89568,661,45000000,2011,6.3,17000
Color,Ben Affleck,130,0,136019448,Biography,Argo ,452465,3133,44500000,2012,7.7,89000
Color,Andrew Davis,130,99,183875760,Action,The Fugitive ,213668,13357,44000000,1993,7.8,0
Color,Andy Tennant,110,72,67061228,Action,The Bounty Hunter ,96565,21554,40000000,2010,5.5,0
 Black and White,Barry Levinson,147,272,53300852,Crime,Sleepers ,154487,37076,44000000,1996,7.5,0
Color,George P. Cosmatos,96,170,150415432,Action,Rambo: First Blood Part II ,117606,15662,44000000,1985,6.4,0
Color,Brian Gibson,118,13,44834712,Drama,The Juror ,13995,26907,44000000,1996,5.6,353
Color,Norman Ferguson,88,3,84300000,Animation,Pinocchio ,90360,1178,2600000,1940,7.5,0
Color,Michael Cimino,325,517,1500000,Adventure,Heaven's Gate ,9830,14255,44000000,1980,6.8,1000
Color,Len Wiseman,102,235,62318875,Action,Underworld: Evolution ,156225,2998,50000000,2006,6.8,0
Color,Paul McGuigan,110,118,5773519,Drama,Victor Frankenstein ,28618,12876,40000000,2015,6,11000
Color,Gus Van Sant,136,835,51768623,Drama,Finding Forrester ,73006,1801,43000000,2000,7.3,0
Color,Betty Thomas,103,84,37035515,Comedy,28 Days ,34597,23864,43000000,2000,6,0
Color,Louis Leterrier,103,255,24520892,Action,Unleashed ,85198,22383,45000000,2005,7,0
Color,Roger Kumble,90,16,24430272,Comedy,The Sweetest Thing ,46158,132,43000000,2002,5.1,0
Color,Sydney Pollack,154,521,158348400,Drama,The Firm ,88844,14244,42000000,1993,6.8,0
Color,Burr Steers,99,23,31136950,Drama,Charlie St. Cloud ,47364,1066,44000000,2010,6.5,0
Color,Simon West,93,165,29113588,Action,The Mechanic ,117999,27834,40000000,2011,6.6,16000
Color,Phil Lord,109,97,138447667,Action,21 Jump Street ,408302,19968,42000000,2012,7.2,39000
Color,Roger Michell,124,50,116006080,Comedy,Notting Hill ,203269,9255,42000000,1999,7,11000
Color,Peter Lord,84,91,106793915,Adventure,Chicken Run ,140499,1817,45000000,2000,7,0
Color,John Hamburg,90,29,87856565,Comedy,Along Came Polly ,106909,24534,42000000,2004,5.9,0
Color,Reginald Hudlin,117,71,70100000,Comedy,Boomerang ,20183,3841,40000000,1992,5.4,0
Color,Paul Feig,123,176,159578352,Action,The Heat ,133177,4825,43000000,2013,6.6,24000
Color,Joseph L. Mankiewicz,251,311,57750000,Biography,Cleopatra ,21554,2957,31115000,1963,7,0
Color,Frank Coraci,105,153,45290318,Action,Here Comes the Boom ,74169,6727,42000000,2012,6.5,17000
Color,Carl Franklin,115,73,41543207,Crime,High Crimes ,30077,15571,42000000,2002,6.3,893
Color,Barbra Streisand,122,0,41252428,Comedy,The Mirror Has Two Faces ,11453,13716,42000000,1996,6.5,0
Color,Mark Pellington,119,89,35228696,Drama,The Mothman Prophecies ,63677,1651,32000000,2002,6.5,0
Color,Larry Charles,81,119,59992760,Comedy,Brüno ,119622,2134,42000000,2009,5.8,0
Color,John Glen,133,46,34667015,Action,Licence to Kill ,74009,2371,32000000,1989,6.6,0
Color,Catherine Hardwicke,100,308,37652565,Fantasy,Red Riding Hood ,91151,15369,42000000,2011,5.4,20000
Color,John Herzfeld,120,17,24375436,Action,15 Minutes ,42547,33585,42000000,2001,6.1,748
Color,Annabel Jankel,104,5,20915465,Adventure,Super Mario Bros. ,38203,7723,42000000,1993,4,0
Color,Andrew Niccol,122,487,24127895,Crime,Lord of War ,248123,12076,50000000,2005,7.6,10000
 Black and White,Yimou Zhang,80,611,84961,Action,Hero ,149414,6229,31000000,2002,7.9,0
Color,Julie Anne Robinson,91,30,26404753,Action,One for the Money ,34203,3301,40000000,2012,5.3,19000
Color,Evan Goldberg,112,133,6105175,Comedy,The Interview ,247020,12239,44000000,2014,6.6,50000
Color,Sngmoo Lee,100,19,5664251,Action,The Warrior's Way ,22309,2056,45000000,2010,6.3,0
Color,Jean-Pierre Jeunet,105,0,1260917,Action,Micmacs ,24657,1342,27000000,2009,7.2,0
Color,Curtis Hanson,110,161,116724075,Drama,8 Mile ,187181,1954,41000000,2002,7,0
Color,Brian Helgeland,144,241,56083966,Action,A Knight's Tale ,137003,18761,65000000,2001,6.9,0
Color,Gordon Chan,108,4,22108977,Action,The Medallion ,29861,1134,41000000,2003,5.2,505
Color,M. Night Shyamalan,107,0,293501675,Drama,The Sixth Sense ,704766,17540,40000000,1999,8.1,14000
Color,Asger Leth,102,20,18600911,Action,Man on a Ledge ,125198,362,42000000,2012,6.6,11000
Color,David Frankel,100,64,7204138,Comedy,The Big Year ,34809,2085,41000000,2011,6.2,11000
Color,John G. Avildsen,126,80,90800000,Action,The Karate Kid ,126907,2004,8000000,1984,7.2,0
Color,David O. Russell,138,737,150117807,Crime,American Hustle ,358416,83012,40000000,2013,7.3,63000
Color,Anne Fletcher,108,98,163947053,Comedy,The Proposal ,227824,18656,40000000,2009,6.7,10000
Color,Bruce Beresford,105,78,116735231,Crime,Double Jeopardy ,56646,2129,70000000,1999,6.4,0
Color,Robert Zemeckis,108,0,118500000,Adventure,Back to the Future Part II ,340085,3660,40000000,1989,7.8,12000
Color,Luc Besson,89,0,126546825,Action,Lucy ,327367,32325,40000000,2014,6.4,83000
Color,Sam Taylor-Johnson,129,456,166147885,Drama,Fifty Shades of Grey ,220020,4585,40000000,2015,4.1,101000
Color,Robert Rodriguez,84,0,111760631,Action,Spy Kids 3-D: Game Over ,40227,22935,38000000,2003,4.1,681
Color,Joel Schumacher,149,541,108706165,Crime,A Time to Kill ,99558,31349,40000000,1996,7.4,0
Color,Shawn Levy,94,189,138614544,Comedy,Cheaper by the Dozen ,75152,7014,40000000,2003,5.8,0
Color,Peter Berg,121,532,125069696,Action,Lone Survivor ,203963,1261,40000000,2013,7.6,58000
 Black and White,Penny Marshall,128,545,107458785,Comedy,A League of Their Own ,71754,16751,40000000,1992,7.2,0
Color,James Wan,134,0,102310175,Horror,The Conjuring 2 ,64989,2676,40000000,2016,7.8,40000
Color,David Fincher,120,21000,96917897,Biography,The Social Network ,479453,10555,40000000,2010,7.7,74000
Color,Ken Kwapis,129,42,93952276,Comedy,He's Just Not That Into You ,132048,318,40000000,2009,6.4,12000
Color,David Zucker,89,119,90703745,Comedy,Scary Movie 4 ,93748,5855,45000000,2006,5.1,1000
Color,Wes Craven,116,0,89138076,Horror,Scream 3 ,98535,600,40000000,2000,5.5,0
Color,Robert Zemeckis,118,0,87666629,Adventure,Back to the Future Part III ,283480,3986,40000000,1990,7.4,0
