x,y,type
92.01755908,39.91793113,H
90.44181811,40.13311342,H
95.26052784,46.00883027,H
41.2902998,42.31155241,H
66.43132432,36.53610974,H
63.98634689,32.71343161,H
61.26968209,29.38572405,H
85.8191629,37.57138618,H
75.14151959,73.81966846,H
65.15070528,92.50263374,H
74.1867735,74.34420415,H
78.57574484,76.81570309,H
81.26944055,80.63594493,H
69.28897314,99.57959113,H
65.5834277,93.51706094,H
67.46413981,95.99996391,H
51.43393552,99.25686729,H
32.19209695,60.20065091,H
29.29278311,59.79199693,H
37.79143238,66.85464103,H
43.827709,71.04705221,H
50.44418532,78.19588831,H
60.74938919,28.05173634,H
55.04412336,83.54141063,H
72.62220941,74.52696565,H
64.65523056,16.61227651,H
48.83398913,17.72595587,H
65.77666516,16.78765607,H
60.68362604,10.63264156,H
54.81179837,6.569648703,H
61.58684243,11.02758584,H
59.71600776,11.51909686,H
58.41638401,5.645777483,H
59.24380953,10.54014209,H
58.93476506,9.369201219,H
56.59436464,8.917344045,H
65.00594317,15.91266865,H
63.92103671,15.62096103,H
53.51297054,5.875109528,H
57.83280627,9.222384623,H
31.03291744,28.92814189,H
31.33324409,32.53856948,H
68.49251322,17.98736343,H
68.63828071,18.5080129,H
42.41501229,11.6937811,H
55.56386503,85.81037514,H
71.13412634,19.38595753,H
63.7231835,14.5214212,H
73.00149407,24.07381254,H
72.4366575,20.57834511,H
68.41276712,19.91312654,H
52.85831502,20.235061,H
45.34265319,13.90881239,H
53.52995267,24.24191558,H
42.53480844,10.16986846,H
41.53039785,13.39629075,H
46.71451799,15.61327447,H
48.45061765,16.21227822,H
59.63261012,7.058037199,H
61.61856825,13.41082272,H
50.75974105,18.0893946,H
61.12039438,88.70405291,H
59.02507708,28.32208588,H
54.13319546,83.79399608,H
46.01811902,46.25772337,H
49.07012675,48.89694468,H
55.24129699,52.59357463,H
54.38949526,53.81190123,H
63.76027502,61.18564117,H
60.60027647,59.75330888,H
70.17145753,70.28222124,H
58.32313965,60.03105916,H
55.76158737,54.03051724,H
50.19895895,52.22502959,H
55.90591623,54.25267253,H
43.28671292,43.05686032,H
51.26239748,49.66650513,H
43.3926884,43.59759407,H
37.70083752,68.41840528,H
31.13573492,61.43191271,H
28.08961766,60.51221255,H
47.69520089,95.24118693,H
43.85638148,94.08587177,H
41.5789294,90.30356654,H
49.17741856,96.61053245,H
42.65225098,90.56063973,H
30.12333182,81.14429533,H
44.75958744,41.97460661,H
31.91551999,79.79041349,H
27.54823445,75.16475905,H
20.20977816,67.5166421,H
24.44345283,54.47365512,H
24.63083013,53.3957389,H
21.0379689,49.82929965,H
27.10624293,54.71955315,H
27.88771936,75.44557599,H
51.30882526,80.13639116,H
51.60062413,50.03246689,H
44.60997591,93.07583503,H
54.85566465,83.78339767,H
57.96898144,85.35604573,H
51.88688802,80.11360769,H
49.04095664,77.36258327,H
71.54503899,72.65771633,H
61.65872333,64.10002348,H
60.33758649,63.03495933,H
80.35293412,47.80029889,H
77.74688511,47.37182411,H
65.67639603,35.10931543,H
68.85102158,39.57343427,H
52.26856168,52.8052402,H
47.8499077,48.55662465,H
62.42377859,33.48659529,H
63.57293938,32.93861761,H
55.48205636,22.82746624,H
55.58987734,26.29924511,H
37.58007157,38.8315722,H
36.61972206,36.81141411,H
36.16346644,33.8193142,H
33.16775703,31.24774117,H
42.64498293,40.15432164,H
47.22502527,44.57564662,H
36.46588202,35.52418761,H
48.392363,50.33152856,H
30.40431434,29.07953992,H
30.08079929,27.58802552,H
33.98063397,35.03305815,H
34.25061176,34.44158657,H
51.14118357,20.61832378,H
49.89959207,19.56408354,H
27.2451932,29.81950745,H
33.39479873,35.01680131,H
47.44211164,98.18430186,H
86.40154985,38.74693317,H
46.26474134,94.11619216,H
40.16381574,87.44867235,H
40.89925918,20.79852895,I
39.66157367,15.60935558,I
40.93654667,16.91300484,I
40.43569158,20.23267068,I
40.39863291,16.34700838,I
43.30061489,31.5264262,I
42.81171147,30.02044842,I
31.7086629,58.83775437,I
28.70444923,61.7775254,I
39.20671933,51.5337157,I
44.05392751,33.55639249,I
41.93833001,24.99152298,I
41.64045402,27.09309542,I
44.04456562,35.66223828,I
41.96861683,26.4970726,I
40.38340582,21.39122552,I
56.53812645,32.44424547,I
52.97069128,29.04019669,I
56.6365087,85.63749556,I
59.65215837,87.80946159,I
56.53133729,87.49981107,I
56.59442132,86.92700622,I
63.86895983,70.21373883,I
64.40078719,67.44871845,I
42.1787134,26.49211948,I
77.39298249,63.37145906,I
70.59589286,41.96474387,I
69.89581924,43.45375927,I
70.96013623,41.25950129,I
63.05599091,29.70909567,I
65.09904439,27.24155756,I
54.62095259,30.34452445,I
69.64702143,44.04444502,I
44.44384061,36.0190833,I
58.2431719,92.10432787,I
44.00131524,33.90420735,I
27.02460324,62.90185886,I
28.7391415,62.72086389,I
28.58899981,63.02408057,I
27.77991911,63.51814752,I
27.57802522,62.82103866,I
28.08727305,63.12328281,I
28.8013367,63.38904039,I
28.08546821,63.59019695,I
57.48944777,88.08528556,I
58.08202049,92.00814501,I
57.27837287,89.90760672,I
58.71823072,90.31053209,I
58.19605369,92.21498865,I
58.21360826,91.88189151,I
28.08874132,63.51079443,I
58.672288,90.07716031,I
27.18646384,63.55872965,I
39.4029453,51.1508572,I
44.07406069,34.55320389,I
44.00714993,46.44967378,I
41.32720065,49.07025127,I
32.46184674,62.88190292,I
62.10561863,75.99087076,I
68.98808443,63.23214731,I
29.2851466,63.38360583,I
62.49014932,74.58428961,I
43.23308466,63.16521872,I
39.61754583,62.92518796,I
49.11615686,63.66000062,I
29.60276098,60.15734672,I
34.30395791,56.54212591,I
28.81132844,61.35785406,I
64.89278794,65.81417676,I
45.00630045,38.29901955,I
58.22161273,90.41101877,I
55.31550906,80.25186069,I
41.74024382,17.82932431,I
39.58256675,17.64845284,I
47.15540481,22.37793253,I
41.47014233,17.27803344,I
38.76427889,14.36559047,I
38.40401521,14.45194845,I
39.31187189,15.64071697,I
38.38652558,14.58021515,I
50.33996967,26.47139661,I
43.59511586,19.99420098,I
42.47653994,18.33847356,I
49.47110541,25.06301931,I
76.7318494,16.21684614,I
77.41337528,15.22192798,I
40.74898026,16.18214166,I
77.25265109,15.15151702,I
41.67984769,17.74591901,I
41.48150286,18.04743744,I
57.91466448,89.95380277,I
56.66397408,87.94012501,I
79.32607818,52.90039129,I
43.7225508,19.0773278,I
41.52891976,24.91642519,I
77.97261068,14.95569875,I
39.08746445,15.12230394,I
77.57315269,14.78064583,I
76.82230426,15.59516532,I
77.58473984,15.83003939,I
77.54372007,15.25394915,I
76.94575724,15.85847833,I
75.98266152,16.30692238,I
77.60608655,15.16287254,I
77.34857166,15.77452924,I
76.18041653,15.91257375,I
57.82178923,90.69316655,I
77.86372643,14.61067765,I
62.56675904,77.74393476,I
58.38212449,90.55347607,I
58.02451401,91.69442117,I
58.24939106,92.12968148,I
59.52992846,88.32727415,I
57.54947408,90.74890656,I
72.17582431,63.12892942,I
57.99780474,92.15990861,I
29.00561416,63.39075133,I
29.42268607,63.06846482,I
29.43296052,60.80177654,I
55.0745059,79.81754642,I
54.41309365,78.22908659,I
77.33815817,15.89005466,I
58.46183859,90.26532639,I
79.47276157,63.40868612,I
54.57572859,77.53628847,I
78.75723614,53.33262001,I
77.63465176,14.46185393,I
77.49665175,14.94852356,I
64.0280813,27.67268551,I
67.88171962,24.23601841,I
80.35770088,63.29543754,I
56.17139753,32.11798877,I
57.61467439,33.82244765,I
66.2878906,26.11710975,I
75.13071421,23.37244197,I
77.89905795,51.82245833,I
79.18678857,53.23479185,I
81.53042032,56.02536457,I
79.48868442,53.65167426,I
86.43589719,59.79276181,I
82.54023959,56.54105229,I
76.05801375,16.38374969,I
50.17317743,29.17786439,J
50.44830134,21.64025646,J
50.11563217,16.69400655,J
30.50911533,22.82554712,J
30.50477302,26.41662567,J
30.50116088,38.31413856,J
30.50347435,38.34855614,J
30.50207679,36.44121292,J
30.48599422,47.34794647,J
30.44965384,44.995123,J
30.49130262,43.56137408,J
30.46221846,32.75047203,J
30.50483493,28.77148799,J
30.47805889,28.02058049,J
49.92274192,38.44047291,J
69.52918261,57.84126668,J
50.39940961,38.96383892,J
30.47682991,39.42460559,J
50.20540696,90.6405359,J
50.21088198,80.94177171,J
50.46722938,90.28146451,J
50.44411755,75.01329951,J
69.50668432,68.08446679,J
50.31129937,26.86048827,J
69.55109144,58.40109827,J
69.4957555,58.78507316,J
69.51933976,47.38453371,J
69.49438031,52.61241071,J
50.27493261,49.62349934,J
50.2023181,47.212948,J
50.33736264,40.91338614,J
69.19905771,60.41895732,J
50.43829066,92.35476027,J
50.14439298,47.01428364,J
50.44675142,57.23058894,J
30.49218542,55.87891689,J
30.62022775,60.86008215,J
30.49807771,62.38498503,J
30.51166121,66.09371818,J
30.5183948,68.25258294,J
30.45024833,79.8348944,J
30.47463433,52.32215964,J
30.48956923,77.72988014,J
30.46484693,82.08923208,J
50.45620733,89.98741013,J
50.32691086,90.02205349,J
50.18670334,99.69468014,J
50.28240567,97.60998357,J
50.37351885,82.21920572,J
30.50159647,82.30712635,J
50.37405205,32.91824062,J
30.50099808,48.06969968,J
30.49954455,49.38209975,J
50.33348111,43.58867148,J
49.68886384,42.01851441,J
50.48990237,39.20541197,J
50.06310413,58.08503756,J
49.94723996,48.22957673,J
69.52632289,56.99527913,J
30.49442136,45.77347553,J
69.51010693,61.32962443,J
69.5057889,59.28492483,J
50.43531516,56.43932247,J
50.20525897,57.92421717,J
50.4189792,60.52491173,J
50.33742749,57.95531428,J
49.91289859,55.58783891,J
69.53407098,64.89297733,J
50.48150817,93.22270137,J
50.4209092,43.3479569,J
50.08705836,73.95187363,J
50.35226084,12.46860053,J
50.08366451,10.2358819,J
49.91905825,3.716853886,J
50.10843997,18.25904434,J
50.47414112,12.46199667,J
50.25300672,11.30208425,J
50.49757224,7.409625234,J
50.27970164,15.60873757,J
50.28799443,12.87228221,J
50.28881861,13.43641047,J
49.93412717,22.25613974,J
50.0936501,11.60771342,J
50.33942548,18.72345069,J
50.37740199,16.50601506,J
50.2347207,20.40447292,J
50.01630583,16.25368479,J
50.46822122,13.35670246,J
69.55067898,9.032987569,J
50.25368369,81.74382872,J
50.1040315,95.08853802,J
50.32592439,94.99463085,J
50.41027163,98.62836944,J
89.50018047,31.97891744,J
30.48739171,19.77947037,J
30.49959371,26.08556157,J
69.52463598,2.73476017,J
69.50104452,5.955833539,J
69.56189943,15.99980379,J
69.51909526,11.4226857,J
69.52752968,9.992296666,J
69.49948683,10.20782668,J
69.50345741,16.87831327,J
69.51867275,15.18048643,J
69.50347452,17.16908977,J
69.50481542,15.61435826,J
50.25047086,71.95138521,J
69.53227958,21.85090082,J
69.51911573,71.11596722,J
69.4875894,81.83598756,J
69.50380137,81.81540562,J
69.49976693,84.47968329,J
69.52861566,91.62208824,J
69.49897007,92.12048993,J
69.50437629,70.49344382,J
69.5202566,97.19387602,J
50.41647723,97.26969196,J
30.45495589,63.50177878,J
30.52036124,65.10040907,J
30.49950617,53.61252767,J
50.20774112,73.11450352,J
69.50011149,11.79162601,J
69.52506938,93.59805021,J
69.51257301,61.49756395,J
50.23107188,80.64738706,J
89.50012405,53.21633062,J
69.50415652,23.6689181,J
69.50026475,27.13602399,J
69.49947887,16.33746998,J
69.50647195,22.72866287,J
69.57986705,21.93523675,J
89.49420056,62.23432697,J
50.17985013,36.80755934,J
69.50507067,33.7401525,J
89.49752966,33.90137267,J
89.50162353,45.81517919,J
89.48884125,40.62509122,J
89.50105265,43.3473437,J
89.50485113,48.42340816,J
89.49778562,46.62990667,J
89.49024625,48.89079655,J
50.43909202,37.6707718,J
73.02730502,46.27418787,K
77.06711193,51.48691819,K
75.01713687,46.62244265,K
76.66530773,38.44025097,K
77.91587423,45.92684338,K
68.89099061,27.29620567,K
75.32981579,32.83035192,K
63.41043551,38.37773561,K
68.85648667,43.08414721,K
66.33778505,33.30651,K
64.2037185,26.6441143,K
64.49863483,22.86350133,K
74.81213123,57.58988376,K
73.74204608,39.12098532,K
72.99818627,59.66564471,K
66.38801732,89.28123047,K
74.07842923,72.95153085,K
72.47983433,80.80068306,K
71.99363717,78.82094807,K
70.96261031,86.51812135,K
67.80618811,91.68817735,K
67.59345319,90.95190982,K
65.71407607,99.28376395,K
65.30963145,98.16515684,K
66.31380967,98.93102704,K
33.42337185,67.09574336,K
34.10515093,64.12919723,K
30.71926194,58.81206008,K
34.67575731,79.63759877,K
72.37152334,21.96163975,K
72.03628802,69.71604842,K
38.79801214,74.61063043,K
36.94633144,13.5143775,K
68.62131244,18.91567644,K
65.43728218,15.54538608,K
67.00402238,15.34582664,K
66.72419207,5.249805481,K
68.30761876,13.28091652,K
68.76804828,13.52145655,K
74.16727175,5.349880873,K
64.60181811,12.00191696,K
64.90035797,16.24525837,K
66.81691392,12.27329434,K
67.30934665,0.21700627,K
34.73182931,19.60179507,K
33.67444215,26.09049021,K
75.62725502,37.12875195,K
40.61012542,89.13623987,K
68.76343355,8.700572944,K
67.07332178,6.049214582,K
36.72283794,9.333302107,K
37.82543474,9.601034295,K
64.29773717,20.42874969,K
66.69926509,18.59108534,K
67.54452768,16.44793813,K
63.94695198,18.69284545,K
64.38819207,15.77281228,K
65.57004569,23.76575822,K
38.40283688,19.04685867,K
37.83236002,14.46948945,K
36.90416117,13.58381575,K
36.28614305,17.10577073,K
62.78663259,13.9189931,K
66.81767922,11.41249716,K
66.75502141,18.08530514,K
65.41552839,10.46351221,K
64.29521778,84.12585721,K
69.76542497,19.99985045,K
65.31403223,77.93874403,K
64.32563159,41.61597638,K
64.93592948,87.07213812,K
65.2783892,44.82035293,K
68.19328958,46.54354081,K
64.05154171,48.82009398,K
66.54935797,67.72558866,K
63.91006406,62.97233493,K
67.62951422,61.42910607,K
67.50178061,60.85022747,K
65.79065188,55.94537372,K
66.12914983,61.64371789,K
64.99458547,49.46217283,K
35.6754047,49.62564335,K
34.64454677,54.44410778,K
37.14204292,49.74198795,K
35.83829208,53.35148834,K
32.43865009,49.90301949,K
32.62846305,54.06372049,K
33.84994979,46.28447445,K
65.81554009,95.58837406,K
65.67226516,91.93340181,K
39.00271645,92.26183816,K
37.7953028,93.53245536,K
35.51390059,89.59919011,K
39.21945291,83.54348184,K
34.99766139,28.63299394,K
31.58820139,77.02805242,K
31.64159927,77.61083319,K
30.98714261,63.94402803,K
27.43963221,65.74446296,K
30.57836994,65.52194547,K
28.80940164,59.62100447,K
27.93951858,50.98506213,K
32.65777825,80.1138613,K
33.92376617,53.55868852,K
66.00445437,52.68466915,K
37.02325625,32.11848168,K
65.2643382,35.71754478,K
66.38870418,38.84474434,K
68.19142282,45.16948648,K
68.54066245,48.43852634,K
67.66143127,51.06858459,K
68.67551605,50.46523481,K
65.44553251,43.27349919,K
69.08170998,55.4740531,K
67.30822338,71.59029658,K
38.71489941,76.39697782,K
35.54809488,89.30497584,K
36.71067294,86.074967,K
64.91266244,87.64579606,K
66.06413574,89.20866858,K
69.04871649,66.36604575,K
67.02655071,76.22251533,K
64.32038379,31.78562948,K
37.5196356,29.26760589,K
34.86344417,30.93927452,K
31.09006508,32.38375472,K
34.92130615,35.41843805,K
30.34336118,32.52456317,K
35.48332887,44.49163493,K
33.23491043,38.50248372,K
62.42569733,34.04420627,K
35.43994362,47.79751769,K
28.5641378,34.62639972,K
31.31954867,31.66399053,K
30.79617438,23.51903436,K
34.23335543,22.4959116,K
36.63078771,31.47683126,K
34.5486191,26.11108787,K
33.87350952,37.05602845,K
34.69827009,36.47535413,K
34.58382893,89.58890199,K
39.11436645,96.48175132,K
31.10686656,89.46163524,L
44.12496121,23.36624529,L
40.22206279,20.6146217,L
40.51244785,22.96221457,L
37.22461013,17.98006448,L
36.71466334,17.38180986,L
43.54988148,24.30721094,L
39.79727127,16.08354965,L
52.13190194,39.36460208,L
50.64922115,37.48379074,L
41.2090395,24.12870919,L
42.61255083,24.19505377,L
38.66016397,21.68954964,L
40.91597158,23.54159239,L
42.3462616,24.55832694,L
44.18908437,28.77262547,L
45.81424531,31.05697967,L
46.64311927,31.40721906,L
39.76282611,76.40596745,L
39.93167463,79.939188,L
39.05424844,83.1190207,L
43.74461968,71.26796108,L
76.88857816,72.16547208,L
72.65462316,66.87827761,L
47.13012716,31.30990292,L
71.826653,65.68623036,L
65.37154887,42.69597132,L
63.40380601,44.84749369,L
64.85203983,43.13373484,L
65.40083415,42.61403204,L
51.10031736,38.09569998,L
52.1898883,39.36779649,L
61.9080397,53.19035207,L
47.14278893,32.02506417,L
49.65929394,36.27344274,L
50.84330462,37.7446281,L
44.36071943,70.47420705,L
43.08125586,75.34670164,L
42.43088899,75.13363464,L
39.18190709,79.8190372,L
40.62211592,78.54210421,L
35.16602939,84.15649198,L
44.32477884,71.0459044,L
39.78452494,82.2605659,L
36.02719822,82.04078065,L
37.23824933,83.72492841,L
33.72960678,88.62226579,L
32.76721796,88.51829458,L
35.75187079,94.11676803,L
38.33775718,92.47271905,L
39.23928078,79.26372384,L
41.32338329,80.2118686,L
47.5521602,66.46040372,L
46.28063196,68.02842315,L
45.2257382,30.55522592,L
52.94517809,40.38462569,L
53.30450317,40.88384455,L
65.02779371,57.09625735,L
68.68659329,62.23734399,L
64.3979095,56.1748754,L
48.66492462,64.96100494,L
66.51292446,59.07128185,L
54.17124157,58.0598079,L
57.13485535,53.8779658,L
51.34602714,61.60055304,L
54.63620644,57.49384244,L
52.63096423,59.96393579,L
50.56324448,62.62382797,L
50.94238231,62.09739394,L
41.78732323,83.98807799,L
41.27005653,21.72181715,L
40.7498794,77.20465729,L
37.56207634,11.9284457,L
39.43116121,19.32384075,L
36.60557824,15.74887589,L
42.19526615,20.91937219,L
41.06430579,12.21446893,L
37.57942191,15.01589013,L
34.23811004,13.71315823,L
34.14896821,13.52386987,L
36.47549917,17.71894779,L
39.87830465,18.32492922,L
42.08066069,24.94652645,L
42.82675634,25.55695941,L
77.05224064,27.90563909,L
75.28388701,24.87475317,L
37.10307364,15.44561165,L
34.14094104,4.57766135,L
36.6592677,17.68196446,L
40.64371928,20.24086137,L
39.75564907,79.65709664,L
36.03087977,93.12173324,L
79.22176444,22.09459148,L
34.79459354,13.96968346,L
40.04818647,24.26148793,L
79.00432686,10.62819777,L
80.57327299,8.365638902,L
80.18002545,19.08884413,L
84.10287943,8.98065579,L
84.61021978,14.2477619,L
81.64370569,16.59175998,L
81.95047764,19.87455821,L
76.84069247,20.91854722,L
75.94830064,22.74479591,L
36.79248159,13.39213473,L
75.9692852,29.03886538,L
75.10773009,30.01698342,L
34.49955831,86.60998505,L
43.8568985,77.60984365,L
82.67011248,81.71147985,L
80.7662323,79.89606568,L
80.31249138,76.51623895,L
85.4461864,83.07829384,L
81.56447532,83.79290723,L
76.95325914,27.77061074,L
77.16362548,73.52371896,L
79.20256268,92.40721563,L
42.00285627,97.83761472,L
45.42293218,69.09550167,L
41.636093,76.24922292,L
44.51733395,70.36934983,L
39.46295984,78.4599739,L
42.3678225,73.63827183,L
76.10562903,95.30498058,L
74.07070003,68.47956429,L
84.84824409,95.42480453,L
68.94207546,62.63515058,L
74.11423087,71.92636352,L
76.27129982,25.56954415,L
72.40935459,33.03925697,L
76.79113007,28.07200817,L
70.47226261,36.08805306,L
65.53078147,42.2810847,L
48.53062937,34.15245001,L
70.11803414,36.44818479,L
78.78982525,25.59719335,L
78.12852205,23.13923184,L
71.48290969,34.68051699,L
71.56918885,34.69921861,L
71.86701316,34.32915759,L
73.24200233,67.35327113,L
77.7815468,23.44721447,L
35.8974,25.2564,M
49.4872,31.4103,M
47.1795,28.718,M
44.1026,25.641,M
41.0256,25.2564,M
32.0513,26.7949,M
32.5641,32.1795,M
29.7436,32.1795,M
29.7436,36.0256,M
38.2051,49.1026,M
36.6667,45.641,M
33.5897,41.4103,M
30,36.7949,M
30,29.1026,M
51.5385,34.8718,M
56.6667,86.0256,M
55.1282,40.641,M
35.1282,30.2564,M
55.3846,86.0256,M
53.0769,85.2564,M
50,85.2564,M
48.2051,84.1026,M
46.9231,79.8718,M
69.4872,69.4872,M
71.5385,64.4872,M
71.5385,60.641,M
70.5128,53.718,M
67.9487,47.9487,M
64.8718,46.7949,M
62.3077,46.0256,M
59.2308,44.4872,M
56.6667,42.1795,M
53.5897,37.5641,M
38.7179,31.4103,M
40.2564,51.4103,M
45.3846,36.4103,M
25.8974,51.0256,M
23.3333,52.9487,M
22.3077,57.1795,M
22.3077,61.7949,M
23.0769,66.4103,M
26.1538,71.4103,M
29.4872,51.0256,M
28.9744,74.4872,M
35.641,79.8718,M
38.7179,84.8718,M
40.7692,88.3333,M
42.8205,91.4103,M
46.1538,94.4872,M
51.5385,96.0256,M
33.0769,77.5641,M
42.8205,32.5641,M
32.8205,51.0256,M
44.1026,52.9487,M
51.0256,44.1026,M
49.4872,42.1795,M
48.2051,38.3333,M
52.5641,46.0256,M
54.8718,49.8718,M
57.4359,55.2564,M
35.3846,51.4103,M
61.7949,69.1026,M
61.2821,62.1795,M
59.2308,57.9487,M
56.6667,56.0256,M
53.0769,55.641,M
50,55.2564,M
46.6667,54.1026,M
61.5385,66.4103,M
56.1538,82.9487,M
44.1026,92.6923,M
51.2821,78.718,M
47.1795,9.8718,M
48.7179,11.0256,M
52.0513,12.5641,M
56.1538,14.1026,M
54.1026,14.8718,M
51.2821,14.8718,M
46.1538,6.0256,M
48.7179,14.8718,M
47.4359,16.0256,M
49.7436,17.5641,M
52.3077,18.3333,M
55.1282,18.3333,M
58.7179,18.3333,M
61.2821,19.1026,M
44.8718,13.718,M
63.0769,19.1026,M
50.5128,9.4872,M
57.4359,10.2564,M
47.9487,95,M
50,95.7692,M
91.2821,41.5385,M
39.4872,25.3846,M
37.6923,25.7692,M
68.2051,2.9487,M
53.8462,10.2564,M
68.4615,5.2564,M
78.2051,10.641,M
74.359,10.641,M
71.2821,10.641,M
66.9231,10.641,M
64.1026,10.641,M
60,10.641,M
67.9487,8.718,M
53.8462,80.641,M
65.8974,20.2564,M
71.2821,22.9487,M
76.6667,75.2564,M
75.1282,79.1026,M
73.8462,83.3333,M
72.0513,86.4103,M
70.7692,91.0256,M
68.4615,94.1026,M
77.6923,71.4103,M
64.8718,97.5641,M
57.9487,99.4872,M
31.2821,62.5641,M
29.7436,62.1795,M
29.7436,59.8718,M
47.9487,77.5641,M
50,78.718,M
61.7949,99.1026,M
67.9487,22.1795,M
79.7436,66.7949,M
83.3333,55.2564,M
74.359,22.9487,M
64.359,24.1026,M
64.1026,25.2564,M
63.0769,29.1026,M
60.7692,33.718,M
59.2308,38.3333,M
81.7949,60.2564,M
56.6667,40.641,M
95.3846,36.7949,M
93.3333,39.8718,M
89.4872,42.5641,M
87.9487,46.0256,M
86.4103,47.5641,M
85.1282,51.4103,M
98.2051,33.718,M
55.3846,97.1795,M
